Address,value
22501654526,4000000
22501649321,10000
22501651313,100000
22501651320,2000000
22501651329,1000000
22501650526,5000000
22501654126,3500000
22501651326,1200000
22501651723,3000000
22601655223,2500000
22601655220,4000000
22714676315,1200000
